Company,Product,TypeName,Screen Size (inches),Resolution,IPS Panel,Retina Display,Full HD,CPU company,CPU series,CPU power Rating,CPU frequency(GHz),RAM (GB),SSD (GB),Flash Storage (GB),HDD (GB),"SSHD (Hybrid, GB)",GPU company,GPU series,Operating System,Weight,Price (INR)
Lenovo,Thinkpad T570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 630,Windows 10,1.95,100376
Asus,VivoBook S15,Ultrabook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,1.7,89396
Lenovo,Legion Y520 15IKBN,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,107878
Lenovo,IdeaPad 320 15IKB,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.2,60299
Acer,Chromebook C910 C2ST,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,3205U,1.5,2,16.0,0.0,0.0,0.0,Intel,HD Graphics,Chrome OS,2.19,18208
Asus,FX753VD GC071T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,3.0,108610
HP,17 BS037cl,Notebook,17.3,1600x900,0,0,0,Intel,i3,6006U,2.0,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 520,Windows 10,2.54,44744
Dell,XPS 15,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.0,167354
Lenovo,V330 15IKB,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,2.05,67618
Lenovo,Legion Y720 15IKB,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,3.2,118858
Acer,Aspire A715 71G,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050 Ti,Linux,2.5,89578
Dell,Precision 7720,Workstation,17.3,1920x1080,0,0,0,Intel,i7,7820HQ,2.9,16,256.0,0.0,0.0,0.0,Nvidia,Quadro M1200,Windows 10,3.42,263965
Lenovo,IdeaPad 310 15ABR,Notebook,15.6,1920x1080,0,0,0,AMD,A10,9600P,2.4,6,0.0,0.0,1000.0,0.0,AMD,Radeon R5 430,Windows 10,2.4,45658
Asus,ZenBook UX530UQ PRO,Ultrabook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,16,512.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,1.63,134322
Asus,VivoBook S14,Notebook,14.0,1366x768,0,0,0,Intel,i3,7100U,2.4,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.3,46574
Asus,Rog GL702VS GC095T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,2.9,194163
Lenovo,IdeaPad 320 17IKB,Notebook,17.3,1600x900,0,0,0,Intel,i5,7200U,2.5,6,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 940M,Windows 10,2.8,59384
Lenovo,IdeaPad 320 15IKBN,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,2000.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.2,50234
Asus,GL553VE FY082T,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,115748
Lenovo,IdeaPad 320 15IAP,Notebook,15.6,1366x768,0,0,0,Intel,Pentium Quad Core,N4200,1.1,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 505,Windows 10,2.2,32939
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i7,7600U,2.8,16,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.28,180712
Toshiba,Satellite Pro,Notebook,15.6,1920x1080,0,0,0,Intel,i7,6500U,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 930M,Windows 10,2.2,95434
Lenovo,IdeaPad 320 15IKB,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.3,74938
HP,250 G6,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 520,Windows 10,1.86,42914
Lenovo,IdeaPad 720S 13IKB,Notebook,13.3,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.1,91408
Dell,XPS 13,Ultrabook,13.3,3840x2160,0,0,0,Intel,i7,8550U,1.8,16,1000.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.21,228658
MSI,GE63VR 7RF,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,2.8,192058
Acer,ES1 523,Notebook,15.6,1920x1080,0,0,0,AMD,A8,7410U,2.2,8,256.0,0.0,0.0,0.0,AMD,Radeon R5,Windows 10,2.23,42914
Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,2,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.1,25162
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,128.0,0.0,1000.0,0.0,AMD,Radeon 530,Windows 10,2.33,77226
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,0,0,0,Intel,i7,8550U,1.8,16,1000.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.29,224084
Lenovo,ThinkPad 13,Notebook,13.3,1366x768,0,0,0,Intel,Celeron Dual Core,3855U,1.6,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 510,Chrome OS,1.45,42081
HP,ProBook 640,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.95,89670
Acer,TravelMate B,Notebook,11.6,1366x768,0,0,0,Intel,Pentium Quad Core,N3710,1.6,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 405,Windows 10,1.4,44378
HP,Elitebook 840,Notebook,14.0,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.48,118218
Lenovo,IdeaPad 320 17IKB,Notebook,17.3,1600x900,0,0,0,Intel,i5,7200U,2.5,4,0.0,0.0,1000.0,0.0,Nvidia,GeForce 920MX,Windows 10,2.79,53894
Asus,ZenBook UX410UA GV183T,Notebook,14.0,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.0,100101
HP,ProBook 450,Notebook,15.6,1366x768,0,0,0,Intel,i7,8550U,1.8,8,0.0,0.0,1000.0,0.0,Intel,UHD Graphics 620,Windows 10,2.1,82533
Acer,Aspire 5,Notebook,15.6,1366x768,0,0,0,AMD,A12,9720P,2.7,8,256.0,0.0,0.0,0.0,AMD,Radeon RX 540,Windows 10,2.2,60298
Lenovo,IdeaPad 120S 14IAP,Notebook,14.0,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.44,26718
Acer,Aspire E5 575,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,6,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.23,50234
Asus,VivoBook S15,Ultrabook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,1.7,96066
HP,Elitebook 820,Ultrabook,12.5,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.26,122152
Dell,XPS 15,Notebook,15.6,3840x2160,0,0,0,Intel,i7,7700HQ,2.8,32,1000.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.06,241468
MSI,GL72M 7REX,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,109708
Toshiba,Satellite Pro,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.0,86284
Asus,UX510UX CN269T,Notebook,14.0,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.0,122061
Lenovo,V310 15ISK,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 520,Windows 10,1.85,41084
Asus,FX553VD FY647T,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.5,91408
HP,EliteBook 840,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7300U,2.6,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.48,116022
Dell,Inspiron 7570,Ultrabook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce 940MX,Windows 10,1.9,95984
HP,Elitebook 850,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.84,104676
Asus,X541NA_Linux,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 500,Linux,2.0,25162
Dell,Inspiron 7570,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,2.0,104562
Dell,Inspiron 3552,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3060,1.6,4,0.0,0.0,500.0,0.0,Intel,HD Graphics,Linux,2.2,25153
Lenovo,IdeaPad 320 15ABR,Notebook,15.6,1920x1080,0,0,0,AMD,A12,9720P,3.6,12,0.0,0.0,2000.0,0.0,AMD,Radeon 530,Windows 10,2.2,82258
HP,ProBook 450,Notebook,15.6,1920x1080,0,0,0,Intel,i3,7100U,2.4,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce 930MX,Windows 10,2.1,65514
Lenovo,Yoga 920 13IKB,2 in 1 Convertible,13.9,3840x2160,0,0,0,Intel,i7,8550U,1.8,16,512.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.4,192058
Dell,XPS 13,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.2,144478
Lenovo,Legion Y520 15IKBN,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,2000.0,0.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.4,103304
HP,Stream 14 AX001nv,Notebook,14.0,1366x768,0,0,0,Intel,Celeron Dual Core,N3060,1.6,2,0.0,0.0,0.0,0.0,Intel,HD Graphics 400,Windows 10,1.44,25528
Dell,Latitude 5590,Ultrabook,15.6,1920x1080,0,0,0,Intel,i7,8650U,1.9,16,768.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.88,147128
Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.5,34312
Dell,Inspiron 5570,Ultrabook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,0.0,0.0,1000.0,0.0,AMD,Radeon 530,Windows 10,1.9,60664
Dell,XPS 15,Notebook,15.6,3840x2160,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.06,185509
HP,Elitebook 850,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.84,119316
MSI,GP72MVR 7RFX,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.7,128924
HP,Zbook 15,Workstation,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,Quadro M1200,Windows 10,2.6,159052
Toshiba,Tecra A50 C,Notebook,15.6,1920x1080,0,0,0,Intel,i7,6500U,2.5,16,512.0,0.0,0.0,0.0,Nvidia,GeForce 930M,Windows 10,2.4,128374
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,128.0,0.0,2000.0,0.0,AMD,Radeon 530,Windows 10,2.02,88837
Lenovo,IdeaPad 320 15IAP,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 500,Windows 10,2.2,29462
Dell,Inspiron 7577,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.65,91408
Dell,Inspiron 3567,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,2000.0,0.0,Intel,HD Graphics 620,Windows 10,2.36,50999
Dell,Latitude 7480,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7300U,2.6,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.36,130570
HP,250 G6,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 520,Windows 10,1.86,40168
Asus,Zenbook UX410UA GV027T,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,2.0,86468
Lenovo,IdeaPad 320 17IKB,Notebook,17.3,1600x900,0,0,0,Intel,i5,7200U,2.5,6,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 940MX,Windows 10,2.8,65788
HP,250 G6,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,1.86,58468
Lenovo,IdeaPad 320 15ISK,Notebook,15.6,1366x768,0,0,0,Intel,i3,6006U,2.0,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 920MX,Windows 10,2.2,45658
HP,15 AY023na,Notebook,15.6,1366x768,0,0,0,Intel,Pentium Quad Core,N3710,1.6,8,0.0,0.0,2000.0,0.0,Intel,HD Graphics 405,Windows 10,2.04,35594
Dell,Inspiron 5770,Notebook,17.3,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,128.0,0.0,1000.0,0.0,AMD,Radeon 530,Windows 10,2.8,99278
Lenovo,Legion Y520 15IKBN,Gaming,15.6,1920x1080,0,0,0,Intel,i5,7300HQ,2.5,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.4,74024
Dell,Inspiron 5567,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,AMD,Radeon R7 M445,Windows 10,2.33,82258
HP,Elitebook 1040,Ultrabook,14.0,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.36,160125
Asus,ZenBook Flip,2 in 1 Convertible,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,12,512.0,0.0,2000.0,0.0,Nvidia,GeForce GT 940MX,Windows 10,2.26,100558
Acer,Aspire 3,Notebook,15.6,1366x768,0,0,0,AMD,A9,9420U,3.0,4,128.0,0.0,0.0,0.0,AMD,Radeon R5,Windows 10,2.1,38979
Asus,Rog Strix,Gaming,17.3,1920x1080,0,0,0,AMD,Ryzen,1700H,3.0,16,256.0,0.0,1000.0,0.0,AMD,Radeon RX 580,Windows 10,3.25,201208
Lenovo,IdeaPad 110 17ACL,Notebook,17.3,1600x900,0,0,0,AMD,A8,7410U,2.2,4,128.0,0.0,0.0,0.0,AMD,Radeon R5,Windows 10,2.6,44744
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,Intel,UHD Graphics 620,Windows 10,1.62,79514
HP,15 bw003nv,Notebook,15.6,1920x1080,0,0,0,AMD,A9,9420U,3.0,4,256.0,0.0,0.0,0.0,AMD,Radeon R5,Windows 10,1.91,44743
Lenovo,Yoga 11e,Netbook,11.6,1366x768,0,0,0,Intel,Celeron Quad Core,N3450,1.1,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.59,50600
Dell,Inspiron 3552,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3060,1.6,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 400,Windows 10,1.8,28274
Asus,VivoBook E403NA,Notebook,14.0,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.5,26169
Acer,Aspire 7,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Linux,2.4,77409
HP,Omen 17 w212nv,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,3.35,108976
Lenovo,V310 15ISK,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.85,36920
Asus,ROG Strix,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1060,Windows 10,2.3,151432
Lenovo,IdeaPad 720S 14IKB,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Nvidia,GeForce 940MX,Windows 10,1.5,100558
Asus,Zenbook Flip,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,7500U,2.7,16,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.1,160024
Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,0,0,0,Intel,i7,7500U,2.7,8,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.13,208803
Lenovo,Ideapad 510S 13IKB,Notebook,13.3,1920x1080,0,0,0,Intel,i3,7100U,2.4,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.5,50234
Dell,Precision 3510,Workstation,15.6,1920x1080,0,0,0,Intel,i5,6440HQ,2.6,8,0.0,0.0,500.0,0.0,AMD,FirePro W5130M,Windows 10,2.23,125264
Dell,Precision 5520,Workstation,15.6,1920x1080,0,0,0,Intel,i7,6820HQ,2.7,8,256.0,0.0,0.0,0.0,Nvidia,Quadro M1200,Windows 10,2.0,195352
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,0,0,0,Intel,i7,7500U,2.7,16,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.42,229574
Asus,Rog GL753VD GC042T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,3.0,95068
Asus,Rog GL753VE GC070T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,3.0,145576
Acer,Aspire 5,Notebook,15.6,1366x768,0,0,0,Intel,i5,8250U,1.6,12,0.0,0.0,1000.0,0.0,Nvidia,GeForce MX130,Windows 10,2.2,63500
MSI,Leopard GP72M,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,123434
Dell,Inspiron 5567,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,256.0,0.0,0.0,0.0,AMD,Radeon R7 M445,Linux,2.33,71267
HP,15 BW004nv,Ultrabook,15.6,1920x1080,0,0,0,AMD,A9,9420U,3.0,4,256.0,0.0,0.0,0.0,AMD,Radeon 520,Windows 10,1.91,45658
Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,AMD,Radeon RX 550,Windows 10,2.1,112505
Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.9,85827
Dell,Precision M5520,Workstation,15.6,3840x2160,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,Quadro M1200,Windows 10,1.78,248148
Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,0,0,0,Intel,i7,7500U,2.7,16,1000.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.13,240188
Lenovo,IdeaPad 320 15IAP,Notebook,15.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,4,0.0,0.0,1000.0,0.0,Intel,HD Graphics 500,Windows 10,2.2,27999
Asus,FX753VD GC461T,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.9,139904
Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,0,0,0,Intel,i5,8250U,1.6,8,256.0,0.0,1000.0,0.0,AMD,Radeon RX 550,Windows 10,2.1,104722
Acer,Aspire 7,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,256.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Linux,2.5,80428
MSI,GE73VR 7RF,Gaming,17.3,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,2.8,205784
Asus,Zenbook 3,Ultrabook,14.0,1920x1080,0,0,0,Intel,i7,7500U,2.7,8,512.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.1,171380
Toshiba,Portege Z30 C,Ultrabook,13.3,1920x1080,0,0,0,Intel,i7,6500U,2.5,16,512.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.2,159850
Dell,Latitude 7480,Ultrabook,14.0,1920x1080,0,0,0,Intel,i7,7600U,2.8,8,512.0,0.0,0.0,0.0,Intel,HD Graphics,Windows 10,1.36,153720
Lenovo,IdeaPad 320 15ISK,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,500.0,0.0,Intel,HD Graphics 520,Windows 10,2.2,37424
Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,0,0,0,Intel,Celeron Dual Core,N3350,1.1,2,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.15,27857
Lenovo,ThinkPad P51,Workstation,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,512.0,0.0,0.0,0.0,Nvidia,Quadro M1200,Windows 10,2.67,176138
Lenovo,Thinkpad T470p,Ultrabook,14.0,2560x1440,0,0,0,Intel,i7,7700HQ,2.8,8,512.0,0.0,0.0,0.0,Nvidia,GeForce GT 940MX,Windows 10,1.7,177784
HP,15 BS028nv,Notebook,15.6,1920x1080,0,0,0,Intel,i3,6006U,2.0,4,0.0,0.0,1000.0,0.0,AMD,Radeon 520,Windows 10,2.1,42914
Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i7,6500U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.6,72194
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,0,0,0,Intel,i5,7200U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Windows 10,1.27,84912
Dell,Inspiron 3567,Notebook,15.6,1920x1080,0,0,0,Intel,i5,7200U,2.5,4,256.0,0.0,0.0,0.0,AMD,Radeon R5 M430,Linux,2.3,54799
Dell,Latitude 3380,Notebook,13.3,1366x768,0,0,0,Intel,i3,6006U,2.0,4,128.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.65,63044
HP,EliteBook 1040,Ultrabook,14.0,1920x1080,0,0,0,Intel,i7,6500U,2.5,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 520,Windows 10,1.43,137250
Dell,Inspiron 3567,Notebook,15.6,1366x768,0,0,0,Intel,i5,7200U,2.5,8,0.0,0.0,1000.0,0.0,Intel,HD Graphics 620,Windows 10,2.14,49405
Lenovo,ThinkPad E480,Ultrabook,14.0,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,0.0,0.0,AMD,Radeon RX 550,Windows 10,1.75,111207
Lenovo,Yoga 720 15IKB,2 in 1 Convertible,15.6,3840x2160,0,0,0,Intel,i7,7700HQ,2.8,16,512.0,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,Windows 10,2.0,173758
Chuwi,LapBook 12.3,Notebook,12.3,2736x1824,0,0,0,Intel,Celeron Quad Core,N3450,1.1,6,0.0,0.0,0.0,0.0,Intel,HD Graphics 500,Windows 10,1.4,41084
HP,ProBook 650,Notebook,15.6,1920x1080,0,0,0,Intel,i7,7820HQ,2.9,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 630,Windows 10,2.31,130570
Asus,X542UQ DM117,Notebook,15.6,1920x1080,0,0,0,Intel,i3,7100U,2.4,8,0.0,0.0,1000.0,0.0,Nvidia,GeForce 940MX,Linux,2.3,54626
Dell,Alienware 17,Gaming,17.3,2560x1440,0,0,0,Intel,i7,7820HK,2.9,16,256.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1070,Windows 10,4.42,256108
Dell,Inspiron 7577,Gaming,15.6,1920x1080,0,0,0,Intel,i7,7700HQ,2.8,8,128.0,0.0,1000.0,0.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.62,106048
Dell,Inspiron 5570,Notebook,15.6,1920x1080,0,0,0,Intel,i7,8550U,1.8,8,256.0,0.0,2000.0,0.0,AMD,Radeon 530,Windows 10,2.02,104530
Dell,Latitude 5480,Ultrabook,14.0,1920x1080,0,0,0,Intel,i7,7600U,2.8,8,256.0,0.0,0.0,0.0,Intel,HD Graphics 620,Linux,1.6,100558
